reference,name,document_url,documentation_url,notes123,made_date,confirmed_date,entry_date,start_date,end_date
TPO-43N,TPO-43N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-43N.pdf,https://www.stockport.gov.uk/TPO/43N,,30/10/1981,,30/10/1981,30/10/1981,
TPO-59N,TPO-59N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-59N.pdf,https://www.stockport.gov.uk/TPO/59N,,24/05/1985,,24/05/1985,24/05/1985,
TPO-63N,TPO-63N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-63N.pdf,https://www.stockport.gov.uk/TPO/63N,,31/01/1986,,31/01/1986,31/01/1986,
TPO-69N,TPO-69N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-69N.pdf,https://www.stockport.gov.uk/TPO/69N,,16/10/1987,,16/10/1987,16/10/1987,
TPO-73N,TPO-73N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-73N.pdf,https://www.stockport.gov.uk/TPO/73N,,08/03/1991,,08/03/1991,08/03/1991,
TPO-84N,TPO-84N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-84N.pdf,https://www.stockport.gov.uk/TPO/84N,,02/02/1996,,02/02/1996,02/02/1996,
TPO-85N,TPO-85N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-85N.pdf,https://www.stockport.gov.uk/TPO/85N,,05/07/1996,,05/07/1996,05/07/1996,
TPO-102W,TPO-102W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-102W.pdf,https://www.stockport.gov.uk/TPO/102W,,01/06/1975,,01/06/1975,01/06/1975,
TPO-104W,TPO-104W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-104W.pdf,https://www.stockport.gov.uk/TPO/104W,,01/11/1975,,01/11/1975,01/11/1975,
TPO-191W,TPO-191W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-191W.pdf,https://www.stockport.gov.uk/TPO/191W,,14/09/1990,,14/09/1990,14/09/1990,
TPO-146W,TPO-146W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-146W.pdf,https://www.stockport.gov.uk/TPO/146W,,07/11/1983,,07/11/1983,07/11/1983,
TPO-196W,TPO-196W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-196W.pdf,https://www.stockport.gov.uk/TPO/196W,,18/10/1991,,18/10/1991,18/10/1991,
TPO-66N,TPO-66N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-66N.pdf,https://www.stockport.gov.uk/TPO/66N,,28/10/1986,,28/10/1986,28/10/1986,
TPO-14N,TPO-14N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-14N.pdf,https://www.stockport.gov.uk/TPO/14N,,31/12/1976,,31/12/1976,31/12/1976,
TPO-4W,TPO-4W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-4W.pdf,https://www.stockport.gov.uk/TPO/4W,,01/01/1962,,01/01/1962,01/01/1962,
TPO-15N,TPO-15N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-15N.pdf,https://www.stockport.gov.uk/TPO/15N,,31/12/1976,,31/12/1976,31/12/1976,
TPO-16N,TPO-16N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-16N.pdf,https://www.stockport.gov.uk/TPO/16N,,31/12/1976,,31/12/1976,31/12/1976,
TPO-17N,TPO-17N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-17N.pdf,https://www.stockport.gov.uk/TPO/17N,,31/12/1976,,31/12/1976,31/12/1976,
TPO-18N,TPO-18N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-18N.pdf,https://www.stockport.gov.uk/TPO/18N,,31/12/1976,,31/12/1976,31/12/1976,
TPO-46E,TPO-46E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-46E.pdf,https://www.stockport.gov.uk/TPO/46E,,01/03/1980,,01/03/1980,01/03/1980,
TPO-242E,TPO-242E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-242E.pdf,https://www.stockport.gov.uk/TPO/242E,,04/02/2000,,04/02/2000,04/02/2000,
TPO-328W,TPO-328W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-328W.pdf,https://www.stockport.gov.uk/TPO/328W,,09/07/2004,,09/07/2004,09/07/2004,
TPO-315E,TPO-315E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-315E.pdf,https://www.stockport.gov.uk/TPO/315E,,23/11/2006,,23/11/2006,23/11/2006,
TPO-372W,TPO-372W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-372W.pdf,https://www.stockport.gov.uk/TPO/372W,,11/01/2007,,11/01/2007,11/01/2007,
TPO-360W,TPO-360W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-360W.pdf,https://www.stockport.gov.uk/TPO/360W,,15/06/2006,,15/06/2006,15/06/2006,
TPO-318E,TPO-318E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-318E.pdf,https://www.stockport.gov.uk/TPO/318E,,28/09/2006,,28/09/2006,28/09/2006,
TPO-316E,TPO-316E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-316E.pdf,https://www.stockport.gov.uk/TPO/316E,,14/09/2006,,14/09/2006,14/09/2006,
TPO-373W,TPO-373W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-373W.pdf,https://www.stockport.gov.uk/TPO/373W,,27/02/2007,,27/02/2007,27/02/2007,
TPO-317E,TPO-317E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-317E.pdf,https://www.stockport.gov.uk/TPO/317E,,13/07/2006,,13/07/2006,13/07/2006,
TPO-385W,TPO-385W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-385W.pdf,https://www.stockport.gov.uk/TPO/385W,,16/11/2007,,16/11/2007,16/11/2007,
TPO-358W,TPO-358W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-358W.pdf,https://www.stockport.gov.uk/TPO/358W,,13/07/2006,,13/07/2006,13/07/2006,
TPO-85W,TPO-85W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-85W.pdf,https://www.stockport.gov.uk/TPO/85W,,01/01/1973,,01/01/1973,01/01/1973,
TPO-368W,TPO-368W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-368W.pdf,https://www.stockport.gov.uk/TPO/368W,,,,,,
TPO-375W,TPO-375W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-375W.pdf,https://www.stockport.gov.uk/TPO/375W,,,,,,
TPO-374W,TPO-374W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-374W.pdf,https://www.stockport.gov.uk/TPO/374W,,,,,,
TPO-321E,TPO-321E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-321E.pdf,https://www.stockport.gov.uk/TPO/321E,,,,,,
TPO-319E,TPO-319E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-319E.pdf,https://www.stockport.gov.uk/TPO/319E,,,,,,
TPO-320E,TPO-320E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-320E.pdf,https://www.stockport.gov.uk/TPO/320E,,,,,,
TPO-306E,TPO-306E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-306E.pdf,https://www.stockport.gov.uk/TPO/306E,,04/01/2007,,04/01/2007,04/01/2007,
TPO-377W,TPO-377W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-377W.pdf,https://www.stockport.gov.uk/TPO/377W,,22/06/2007,,22/06/2007,22/06/2007,
TPO-228W,TPO-228W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-228W.pdf,https://www.stockport.gov.uk/TPO/228W,,26/02/1996,,26/02/1996,26/02/1996,
TPO-13E,TPO-13E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-13E.pdf,https://www.stockport.gov.uk/TPO/13E,,01/01/1966,,01/01/1966,01/01/1966,
TPO-9W,TPO-9W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-9W.pdf,https://www.stockport.gov.uk/TPO/9W,,01/01/1963,,01/01/1963,01/01/1963,
TPO-379W,TPO-379W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-379W.pdf,https://www.stockport.gov.uk/TPO/379W,,27/07/2007,,27/07/2007,27/07/2007,
TPO-380W,TPO-380W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-380W.pdf,https://www.stockport.gov.uk/TPO/380W,,27/07/2007,,27/07/2007,27/07/2007,
TPO-378W,TPO-378W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-378W.pdf,https://www.stockport.gov.uk/TPO/378W,,27/07/2007,,27/07/2007,27/07/2007,
TPO-322E,TPO-322E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-322E.pdf,https://www.stockport.gov.uk/TPO/322E,,,,,,
TPO-382W,TPO-382W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-382W.pdf,https://www.stockport.gov.uk/TPO/382W,,,,,,
TPO-386W,TPO-386W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-386W.pdf,https://www.stockport.gov.uk/TPO/386W,,30/11/2007,,30/11/2007,30/11/2007,
TPO-381W,TPO-381W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-381W.pdf,https://www.stockport.gov.uk/TPO/381W,,02/11/2007,,02/11/2007,02/11/2007,
TPO-383W,TPO-383W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-383W.pdf,https://www.stockport.gov.uk/TPO/383W,,27/09/2007,,27/09/2007,27/09/2007,
TPO-384W,TPO-384W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-384W.pdf,https://www.stockport.gov.uk/TPO/384W,,02/11/2007,,02/11/2007,02/11/2007,
TPO-388W,TPO-388W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-388W.pdf,https://www.stockport.gov.uk/TPO/388W,,02/06/2008,,02/06/2008,02/06/2008,
TPO-387W,TPO-387W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-387W.pdf,https://www.stockport.gov.uk/TPO/387W,,02/06/2008,,02/06/2008,02/06/2008,
TPO-390W,TPO-390W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-390W.pdf,https://www.stockport.gov.uk/TPO/390W,,02/06/2008,,02/06/2008,02/06/2008,
TPO-391W,TPO-391W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-391W.pdf,https://www.stockport.gov.uk/TPO/391W,,24/04/2008,,24/04/2008,24/04/2008,
TPO-395W,TPO-395W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-395W.pdf,https://www.stockport.gov.uk/TPO/395W,,,,,,
TPO-396W,TPO-396W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-396W.pdf,https://www.stockport.gov.uk/TPO/396W,,,,,,
TPO-392W,TPO-392W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-392W.pdf,https://www.stockport.gov.uk/TPO/392W,,,,,,
TPO-223E,TPO-223E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-223E.pdf,https://www.stockport.gov.uk/TPO/223E,,05/11/1996,,05/11/1996,05/11/1996,
TPO-394W,TPO-394W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-394W.pdf,https://www.stockport.gov.uk/TPO/394W,,07/11/2008,,07/11/2008,07/11/2008,
TPO-397W,TPO-397W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-397W.pdf,https://www.stockport.gov.uk/TPO/397W,,12/06/2009,,12/06/2009,12/06/2009,
TPO-398W,TPO-398W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-398W.pdf,https://www.stockport.gov.uk/TPO/398W,,12/06/2009,,12/06/2009,12/06/2009,
TPO-399W,TPO-399W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-399W.pdf,https://www.stockport.gov.uk/TPO/399W,,12/06/2009,,12/06/2009,12/06/2009,
TPO-403W,TPO-403W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-403W.pdf,https://www.stockport.gov.uk/TPO/403W,,,,,,
TPO-400W,TPO-400W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-400W.pdf,https://www.stockport.gov.uk/TPO/400W,,24/09/2009,,24/09/2009,24/09/2009,
TPO-405W,TPO-405W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-405W.pdf,https://www.stockport.gov.uk/TPO/405W,,27/11/2009,,27/11/2009,27/11/2009,
TPO-407W,TPO-407W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-407W.pdf,https://www.stockport.gov.uk/TPO/407W,,03/12/2009,,03/12/2009,03/12/2009,
TPO-404W,TPO-404W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-404W.pdf,https://www.stockport.gov.uk/TPO/404W,,26/11/2009,,26/11/2009,26/11/2009,
TPO-408W,TPO-408W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-408W.pdf,https://www.stockport.gov.uk/TPO/408W,,28/01/2010,,28/01/2010,28/01/2010,
TPO-409W,TPO-409W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-409W.pdf,https://www.stockport.gov.uk/TPO/409W,,14/04/2010,,14/04/2010,14/04/2010,
TPO-410W,TPO-410W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-410W.pdf,https://www.stockport.gov.uk/TPO/410W,,29/04/2010,,29/04/2010,29/04/2010,
TPO-411W,TPO-411W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-411W.pdf,https://www.stockport.gov.uk/TPO/411W,,13/05/2010,,13/05/2010,13/05/2010,
TPO-412W,TPO-412W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-412W.pdf,https://www.stockport.gov.uk/TPO/412W,,13/05/2010,,13/05/2010,13/05/2010,
TPO-413W,TPO-413W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-413W.pdf,https://www.stockport.gov.uk/TPO/413W,,21/10/2010,,21/10/2010,21/10/2010,
TPO-414W,TPO-414W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-414W.pdf,https://www.stockport.gov.uk/TPO/414W,,25/02/2011,,25/02/2011,25/02/2011,
TPO-416W,TPO-416W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-416W.pdf,https://www.stockport.gov.uk/TPO/416W,,04/03/2011,,04/03/2011,04/03/2011,
TPO-418W,TPO-418W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-418W.pdf,https://www.stockport.gov.uk/TPO/418W,,12/07/2012,,12/07/2012,12/07/2012,
TPO-421W,TPO-421W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-421W.pdf,https://www.stockport.gov.uk/TPO/421W,,24/10/2013,,24/10/2013,24/10/2013,
TPO-422,TPO-422,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-422.pdf,https://www.stockport.gov.uk/TPO/422,,,,,,
TPO-423W-2,TPO-423W-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-423W-2.pdf,https://www.stockport.gov.uk/TPO/423W-2,,19/03/2015,,19/03/2015,19/03/2015,
TPO-92N-2,TPO-92N-2,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-92N-2.pdf,https://www.stockport.gov.uk/TPO/92N-2,,,,,,
TPO-426W,TPO-426W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-426W.pdf,https://www.stockport.gov.uk/TPO/426W,,,,,,
TPO-427W,TPO-427W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-427W.pdf,https://www.stockport.gov.uk/TPO/427W,,,,,,
TPO-428W,TPO-428W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-428W.pdf,https://www.stockport.gov.uk/TPO/428W,,,,,,
TPO-94N,TPO-94N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-94N.pdf,https://www.stockport.gov.uk/TPO/94N,,,,,,
TPO-96N,TPO-96N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-96N.pdf,https://www.stockport.gov.uk/TPO/96N,,,,,,
TPO-332E,TPO-332E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-332E.pdf,https://www.stockport.gov.uk/TPO/332E,,,,,,
TPO-430W,TPO-430W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-430W.pdf,https://www.stockport.gov.uk/TPO/430W,,,,,,
TPO-97N,TPO-97N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-97N.pdf,https://www.stockport.gov.uk/TPO/97N,,14/11/2019,,14/11/2019,14/11/2019,
TPO-335E,TPO-335E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-335E.pdf,https://www.stockport.gov.uk/TPO/335E,,,,,,
TPO-337E,TPO-337E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-337E.pdf,https://www.stockport.gov.uk/TPO/337E,,,,,,
TPO-436W,TPO-436W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-436W.pdf,https://www.stockport.gov.uk/TPO/436W,,,,,,
TPO-441W,TPO-441W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-441W.pdf,https://www.stockport.gov.uk/TPO/441W,,07/10/2021,,07/10/2021,07/10/2021,
TPO-443W,TPO-443W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-443W.pdf,https://www.stockport.gov.uk/TPO/443W,,,,,,
TPO-444W,TPO-444W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-444W.pdf,https://www.stockport.gov.uk/TPO/444W,,,,,,
TPO-346E,TPO-346E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-346E.pdf,https://www.stockport.gov.uk/TPO/346E,,,,,,
TPO-454W,TPO-454W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-454W.pdf,https://www.stockport.gov.uk/TPO/454W,,,,,,
TPO-350E,TPO-350E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-350E.pdf,https://www.stockport.gov.uk/TPO/350E,,,,,,
TPO-357E,TPO-357E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-357E.pdf,https://www.stockport.gov.uk/TPO/357E,,,,,,
TPO-363E,TPO-363E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-363E.pdf,https://www.stockport.gov.uk/TPO/363E,,,,,,
TPO-463W,TPO-463W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-463W.pdf,https://www.stockport.gov.uk/TPO/463W,,,,,,
TPO-367E,TPO-367E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-367E.pdf,https://www.stockport.gov.uk/TPO/367E,,07/08/2023,,07/08/2023,07/08/2023,
TPO-467W,TPO-467W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-467W.pdf,https://www.stockport.gov.uk/TPO/467W,,02/07/2025,,02/07/2025,02/07/2025,
TPO-471W,TPO-471W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-471W.pdf,https://www.stockport.gov.uk/TPO/471W,,,,,,
TPO-474W,TPO-474W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-474W.pdf,https://www.stockport.gov.uk/TPO/474W,,08/08/2024,,08/08/2024,08/08/2024,
TPO-480W,TPO-480W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-480W.pdf,https://www.stockport.gov.uk/TPO/480W,,25/07/2024,,25/07/2024,25/07/2024,
TPO-483W,TPO-483W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-483W.pdf,https://www.stockport.gov.uk/TPO/483W,,,,,,
TPO-488W,TPO-488W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-488W.pdf,https://www.stockport.gov.uk/TPO/488W,,,,,,
TPO-101N,TPO-101N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-101N.pdf,https://www.stockport.gov.uk/TPO/101N,,27/06/2023,,27/06/2023,27/06/2023,
TPO-396E,TPO-396E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-396E.pdf,https://www.stockport.gov.uk/TPO/396E,,16/03/2025,,16/03/2025,16/03/2025,
TPO-398E,TPO-398E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-398E.pdf,https://www.stockport.gov.uk/TPO/398E,,,,,,
TPO-392E,TPO-392E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-392E.pdf,https://www.stockport.gov.uk/TPO/392E,,26/03/2024,,26/03/2024,26/03/2024,
TPO-464W,TPO-464W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-464W.pdf,https://www.stockport.gov.uk/TPO/464W,,02/11/2023,,02/11/2023,02/11/2023,
TPO-52W,TPO-52W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-52W.pdf,https://www.stockport.gov.uk/TPO/52W,,01/08/1971,,01/08/1971,01/08/1971,
TPO-375E,TPO-375E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-375E.pdf,https://www.stockport.gov.uk/TPO/375E,,,,,,
TPO-481W,TPO-481W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-481W.pdf,https://www.stockport.gov.uk/TPO/481W,,,,,,
TPO-491W,TPO-491W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-491W.pdf,https://www.stockport.gov.uk/TPO/491W,,,,,,
TPO-371E,TPO-371E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-371E.pdf,https://www.stockport.gov.uk/TPO/371E,,,,,,
TPO-387E,TPO-387E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-387E.pdf,https://www.stockport.gov.uk/TPO/387E,,,,,,
TPO-493W,TPO-493W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-493W.pdf,https://www.stockport.gov.uk/TPO/493W,,,,,,
TPO-386E,TPO-386E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-386E.pdf,https://www.stockport.gov.uk/TPO/386E,,16/07/2024,,16/07/2024,16/07/2024,
TPO-496W,TPO-496W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-496W.pdf,https://www.stockport.gov.uk/TPO/496W,,21/09/2024,,21/09/2024,21/09/2024,
TPO-103N,TPO-103N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-103N.pdf,https://www.stockport.gov.uk/TPO/103N,,,,,,
TPO-105N,TPO-105N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-105N.pdf,https://www.stockport.gov.uk/TPO/105N,,,,,,
TPO-104N,TPO-104N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-104N.pdf,https://www.stockport.gov.uk/TPO/104N,,,,,,
TPO-104,TPO-104,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-104.pdf,https://www.stockport.gov.uk/TPO/104,,,,,,
TPO-379E,TPO-379E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-379E.pdf,https://www.stockport.gov.uk/TPO/379E,,,,,,
TPO-448W,TPO-448W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-448W.pdf,https://www.stockport.gov.uk/TPO/448W,,10/09/2024,,10/09/2024,10/09/2024,
TPO-468W,TPO-468W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-468W.pdf,https://www.stockport.gov.uk/TPO/468W,,15/08/2024,,15/08/2024,15/08/2024,
TPO-470W,TPO-470W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-470W.pdf,https://www.stockport.gov.uk/TPO/470W,,25/07/2024,,25/07/2024,25/07/2024,
TPO-484W,TPO-484W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-484W.pdf,https://www.stockport.gov.uk/TPO/484W,,13/08/2024,,13/08/2024,13/08/2024,
TPO-492W,TPO-492W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-492W.pdf,https://www.stockport.gov.uk/TPO/492W,,,,,,
TPO-336E,TPO-336E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-336E.pdf,https://www.stockport.gov.uk/TPO/336E,,02/10/2024,,02/10/2024,02/10/2024,
TPO-489W,TPO-489W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-489W.pdf,https://www.stockport.gov.uk/TPO/489W,,01/07/2025,,01/07/2025,01/07/2025,
TPO-437W,TPO-437W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-437W.pdf,https://www.stockport.gov.uk/TPO/437W,,02/07/2025,,02/07/2025,02/07/2025,
TPO-502W,TPO-502W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-502W.pdf,https://www.stockport.gov.uk/TPO/502W,,28/07/2025,,28/07/2025,28/07/2025,
