reference,name,document_url,documentation_url,notes123,made_date,confirmed_date,entry_date,start_date,end_date
TPO-237W,TPO-237W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-237W.pdf,https://www.stockport.gov.uk/TPO/237W,,14/03/1997,,14/03/1997,14/03/1997,
TPO-238W,TPO-238W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-238W.pdf,https://www.stockport.gov.uk/TPO/238W,,11/04/1997,,11/04/1997,11/04/1997,
TPO-240W,TPO-240W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-240W.pdf,https://www.stockport.gov.uk/TPO/240W,,28/06/1996,,28/06/1996,28/06/1996,
TPO-247W,TPO-247W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-247W.pdf,https://www.stockport.gov.uk/TPO/247W,,10/07/1997,,10/07/1997,10/07/1997,
TPO-248W,TPO-248W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-248W.pdf,https://www.stockport.gov.uk/TPO/248W,,07/08/1997,,07/08/1997,07/08/1997,
TPO-249W,TPO-249W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-249W.pdf,https://www.stockport.gov.uk/TPO/249W,,03/10/1997,,03/10/1997,03/10/1997,
TPO-250W,TPO-250W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-250W.pdf,https://www.stockport.gov.uk/TPO/250W,,03/10/1997,,03/10/1997,03/10/1997,
TPO-251W,TPO-251W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-251W.pdf,https://www.stockport.gov.uk/TPO/251W,,17/10/1997,,17/10/1997,17/10/1997,
TPO-252W,TPO-252W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-252W.pdf,https://www.stockport.gov.uk/TPO/252W,,23/10/1997,,23/10/1997,23/10/1997,
TPO-253W,TPO-253W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-253W.pdf,https://www.stockport.gov.uk/TPO/253W,,21/11/1997,,21/11/1997,21/11/1997,
TPO-254W,TPO-254W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-254W.pdf,https://www.stockport.gov.uk/TPO/254W,,05/02/1998,,05/02/1998,05/02/1998,
TPO-255W,TPO-255W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-255W.pdf,https://www.stockport.gov.uk/TPO/255W,,29/01/1998,,29/01/1998,29/01/1998,
TPO-256W,TPO-256W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-256W.pdf,https://www.stockport.gov.uk/TPO/256W,,06/03/1998,,06/03/1998,06/03/1998,
TPO-257W,TPO-257W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-257W.pdf,https://www.stockport.gov.uk/TPO/257W,,12/02/1998,,12/02/1998,12/02/1998,
TPO-258W,TPO-258W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-258W.pdf,https://www.stockport.gov.uk/TPO/258W,,06/03/1998,,06/03/1998,06/03/1998,
TPO-259W,TPO-259W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-259W.pdf,https://www.stockport.gov.uk/TPO/259W,,31/07/1998,,31/07/1998,31/07/1998,
TPO-260W,TPO-260W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-260W.pdf,https://www.stockport.gov.uk/TPO/260W,,22/05/1998,,22/05/1998,22/05/1998,
TPO-261W,TPO-261W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-261W.pdf,https://www.stockport.gov.uk/TPO/261W,,19/06/1998,,19/06/1998,19/06/1998,
TPO-263W,TPO-263W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-263W.pdf,https://www.stockport.gov.uk/TPO/263W,,06/10/1998,,06/10/1998,06/10/1998,
TPO-265W,TPO-265W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-265W.pdf,https://www.stockport.gov.uk/TPO/265W,,16/10/1998,,16/10/1998,16/10/1998,
TPO-267W,TPO-267W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-267W.pdf,https://www.stockport.gov.uk/TPO/267W,,29/01/1999,,29/01/1999,29/01/1999,
TPO-269W,TPO-269W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-269W.pdf,https://www.stockport.gov.uk/TPO/269W,,26/02/1999,,26/02/1999,26/02/1999,
TPO-270W,TPO-270W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-270W.pdf,https://www.stockport.gov.uk/TPO/270W,,11/06/1999,,11/06/1999,11/06/1999,
TPO-271W,TPO-271W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-271W.pdf,https://www.stockport.gov.uk/TPO/271W,,23/07/1999,,23/07/1999,23/07/1999,
TPO-274W,TPO-274W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-274W.pdf,https://www.stockport.gov.uk/TPO/274W,,15/10/1999,,15/10/1999,15/10/1999,
TPO-275W,TPO-275W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-275W.pdf,https://www.stockport.gov.uk/TPO/275W,,15/10/1999,,15/10/1999,15/10/1999,
TPO-523W,TPO-523W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-523W.pdf,https://www.stockport.gov.uk/TPO/523W,,18/12/2025,,18/12/2025,18/12/2025,
TPO-526W,TPO-526W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-526W.pdf,https://www.stockport.gov.uk/TPO/526W,,17/11/2025,,17/11/2025,17/11/2025,
TPO-417W,TPO-417W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-417W.pdf,https://www.stockport.gov.uk/TPO/417W,,18/05/2011,,18/05/2011,18/05/2011,
TPO-277W,TPO-277W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-277W.pdf,https://www.stockport.gov.uk/TPO/277W,,26/11/1999,,26/11/1999,26/11/1999,
TPO-279W,TPO-279W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-279W.pdf,https://www.stockport.gov.uk/TPO/279W,,10/12/1999,,10/12/1999,10/12/1999,
TPO-280W,TPO-280W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-280W.pdf,https://www.stockport.gov.uk/TPO/280W,,04/02/2000,,04/02/2000,04/02/2000,
TPO-281W,TPO-281W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-281W.pdf,https://www.stockport.gov.uk/TPO/281W,,26/11/1999,,26/11/1999,26/11/1999,
TPO-282W,TPO-282W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-282W.pdf,https://www.stockport.gov.uk/TPO/282W,,14/01/2000,,14/01/2000,14/01/2000,
TPO-327E,TPO-327E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-327E.pdf,https://www.stockport.gov.uk/TPO/327E,,16/06/2011,,16/06/2011,16/06/2011,
TPO-284W,TPO-284W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-284W.pdf,https://www.stockport.gov.uk/TPO/284W,,17/03/2000,,17/03/2000,17/03/2000,
TPO-286W,TPO-286W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-286W.pdf,https://www.stockport.gov.uk/TPO/286W,,14/07/2000,,14/07/2000,14/07/2000,
TPO-288W,TPO-288W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-288W.pdf,https://www.stockport.gov.uk/TPO/288W,,17/11/2000,,17/11/2000,17/11/2000,
TPO-289W,TPO-289W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-289W.pdf,https://www.stockport.gov.uk/TPO/289W,,16/10/2000,,16/10/2000,16/10/2000,
TPO-291W,TPO-291W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-291W.pdf,https://www.stockport.gov.uk/TPO/291W,,20/04/2001,,20/04/2001,20/04/2001,
TPO-292W,TPO-292W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-292W.pdf,https://www.stockport.gov.uk/TPO/292W,,25/05/2001,,25/05/2001,25/05/2001,
TPO-293W,TPO-293W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-293W.pdf,https://www.stockport.gov.uk/TPO/293W,,25/05/2001,,25/05/2001,25/05/2001,
TPO-295W,TPO-295W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-295W.pdf,https://www.stockport.gov.uk/TPO/295W,,25/05/2001,,25/05/2001,25/05/2001,
TPO-296W,TPO-296W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-296W.pdf,https://www.stockport.gov.uk/TPO/296W,,27/04/2001,,27/04/2001,27/04/2001,
TPO-298W,TPO-298W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-298W.pdf,https://www.stockport.gov.uk/TPO/298W,,28/06/2001,,28/06/2001,28/06/2001,
TPO-300W,TPO-300W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-300W.pdf,https://www.stockport.gov.uk/TPO/300W,,22/06/2001,,22/06/2001,22/06/2001,
TPO-303W,TPO-303W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-303W.pdf,https://www.stockport.gov.uk/TPO/303W,,31/08/2001,,31/08/2001,31/08/2001,
TPO-304W,TPO-304W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-304W.pdf,https://www.stockport.gov.uk/TPO/304W,,02/11/2001,,02/11/2001,02/11/2001,
TPO-306W,TPO-306W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-306W.pdf,https://www.stockport.gov.uk/TPO/306W,,22/02/2002,,22/02/2002,22/02/2002,
TPO-308W,TPO-308W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-308W.pdf,https://www.stockport.gov.uk/TPO/308W,,31/05/2002,,31/05/2002,31/05/2002,
TPO-309W,TPO-309W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-309W.pdf,https://www.stockport.gov.uk/TPO/309W,,31/05/2002,,31/05/2002,31/05/2002,
TPO-310W,TPO-310W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-310W.pdf,https://www.stockport.gov.uk/TPO/310W,,19/07/2002,,19/07/2002,19/07/2002,
TPO-311W,TPO-311W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-311W.pdf,https://www.stockport.gov.uk/TPO/311W,,22/11/2002,,22/11/2002,22/11/2002,
TPO-5N,TPO-5N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-5N.pdf,https://www.stockport.gov.uk/TPO/5N,,05/01/1974,,05/01/1974,05/01/1974,
TPO-8N,TPO-8N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-8N.pdf,https://www.stockport.gov.uk/TPO/8N,,01/08/1974,,01/08/1974,01/08/1974,
TPO-92N,TPO-92N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-92N.pdf,https://www.stockport.gov.uk/TPO/92N,,21/11/2017,,21/11/2017,21/11/2017,
TPO-531W,TPO-531W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-531W.pdf,https://www.stockport.gov.uk/TPO/531W,,05/01/2026,,05/01/2026,05/01/2026,
TPO-477W,TPO-477W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-477W.pdf,https://www.stockport.gov.uk/TPO/477W,,22/10/2025,,22/10/2025,22/10/2025,
TPO-462W,TPO-462W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-462W.pdf,https://www.stockport.gov.uk/TPO/462W,,05/03/2026,,05/03/2026,05/03/2026,
TPO-343W,TPO-343W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-343W.pdf,https://www.stockport.gov.uk/TPO/343W,,22/07/2005,,22/07/2005,22/07/2005,
TPO-348W,TPO-348W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-348W.pdf,https://www.stockport.gov.uk/TPO/348W,,29/12/2005,,29/12/2005,29/12/2005,
TPO-361W,TPO-361W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-361W.pdf,https://www.stockport.gov.uk/TPO/361W,,28/07/2006,,28/07/2006,28/07/2006,
TPO-366W,TPO-366W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-366W.pdf,https://www.stockport.gov.uk/TPO/366W,,28/07/2006,,28/07/2006,28/07/2006,
TPO-365W,TPO-365W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-365W.pdf,https://www.stockport.gov.uk/TPO/365W,,05/09/2006,,05/09/2006,05/09/2006,
TPO-367W,TPO-367W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-367W.pdf,https://www.stockport.gov.uk/TPO/367W,,05/09/2006,,05/09/2006,05/09/2006,
TPO-401W,TPO-401W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-401W.pdf,https://www.stockport.gov.uk/TPO/401W,,12/06/2009,,12/06/2009,12/06/2009,
TPO-322W,TPO-322W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-322W.pdf,https://www.stockport.gov.uk/TPO/322W,,17/06/2004,,17/06/2004,17/06/2004,
TPO-327W,TPO-327W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-327W.pdf,https://www.stockport.gov.uk/TPO/327W,,09/08/2004,,09/08/2004,09/08/2004,
TPO-335W,TPO-335W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-335W.pdf,https://www.stockport.gov.uk/TPO/335W,,08/10/2004,,08/10/2004,08/10/2004,
TPO-326W,TPO-326W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-326W.pdf,https://www.stockport.gov.uk/TPO/326W,,08/10/2004,,08/10/2004,08/10/2004,
TPO-332W,TPO-332W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-332W.pdf,https://www.stockport.gov.uk/TPO/332W,,13/10/2004,,13/10/2004,13/10/2004,
TPO-338W,TPO-338W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-338W.pdf,https://www.stockport.gov.uk/TPO/338W,,,,,,
TPO-337W,TPO-337W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-337W.pdf,https://www.stockport.gov.uk/TPO/337W,,,,,,
TPO-336W,TPO-336W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-336W.pdf,https://www.stockport.gov.uk/TPO/336W,,,,,,
TPO-347W,TPO-347W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-347W.pdf,https://www.stockport.gov.uk/TPO/347W,,,,,,
TPO-339W,TPO-339W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-339W.pdf,https://www.stockport.gov.uk/TPO/339W,,,,,,
TPO-27W,TPO-27W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-27W.pdf,https://www.stockport.gov.uk/TPO/27W,,28/01/1969,,28/01/1969,28/01/1969,
TPO-355W,TPO-355W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-355W.pdf,https://www.stockport.gov.uk/TPO/355W,,,,,,
TPO-281E,TPO-281E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-281E.pdf,https://www.stockport.gov.uk/TPO/281E,,,,,,
TPO-350W,TPO-350W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-350W.pdf,https://www.stockport.gov.uk/TPO/350W,,,,,,
TPO-333W,TPO-333W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-333W.pdf,https://www.stockport.gov.uk/TPO/333W,,,,,,
TPO-363W,TPO-363W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-363W.pdf,https://www.stockport.gov.uk/TPO/363W,,,,,,
TPO-353W,TPO-353W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-353W.pdf,https://www.stockport.gov.uk/TPO/353W,,,,,,
TPO-359W,TPO-359W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-359W.pdf,https://www.stockport.gov.uk/TPO/359W,,,,,,
TPO-349W,TPO-349W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-349W.pdf,https://www.stockport.gov.uk/TPO/349W,,,,,,
TPO-344W,TPO-344W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-344W.pdf,https://www.stockport.gov.uk/TPO/344W,,,,,,
TPO-22N,TPO-22N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-22N.pdf,https://www.stockport.gov.uk/TPO/22N,,01/01/1977,,01/01/1977,01/01/1977,
TPO-356W,TPO-356W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-356W.pdf,https://www.stockport.gov.uk/TPO/356W,,,,,,
TPO-352W,TPO-352W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-352W.pdf,https://www.stockport.gov.uk/TPO/352W,,,,,,
TPO-340W,TPO-340W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-340W.pdf,https://www.stockport.gov.uk/TPO/340W,,,,,,
TPO-354W,TPO-354W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-354W.pdf,https://www.stockport.gov.uk/TPO/354W,,,,,,
TPO-351W,TPO-351W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-351W.pdf,https://www.stockport.gov.uk/TPO/351W,,,,,,
TPO-341W,TPO-341W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-341W.pdf,https://www.stockport.gov.uk/TPO/341W,,,,,,
TPO-342W,TPO-342W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-342W.pdf,https://www.stockport.gov.uk/TPO/342W,,,,,,
TPO-357W,TPO-357W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-357W.pdf,https://www.stockport.gov.uk/TPO/357W,,,,,,
TPO-329W,TPO-329W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-329W.pdf,https://www.stockport.gov.uk/TPO/329W,,,,,,
TPO-277E,TPO-277E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-277E.pdf,https://www.stockport.gov.uk/TPO/277E,,,,,,
TPO-270E,TPO-270E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-270E.pdf,https://www.stockport.gov.uk/TPO/270E,,,,,,
TPO-285E,TPO-285E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-285E.pdf,https://www.stockport.gov.uk/TPO/285E,,,,,,
TPO-25N,TPO-25N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-25N.pdf,https://www.stockport.gov.uk/TPO/25N,,30/10/1978,,30/10/1978,30/10/1978,
TPO-279E,TPO-279E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-279E.pdf,https://www.stockport.gov.uk/TPO/279E,,,,,,
TPO-533W,TPO-533W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-533W.pdf,https://www.stockport.gov.uk/TPO/533W,,11/02/2026,,11/02/2026,11/02/2026,
TPO-61W,TPO-61W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-61W.pdf,https://www.stockport.gov.uk/TPO/61W,,01/06/1972,,01/06/1972,01/06/1972,
TPO-297E,TPO-297E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-297E.pdf,https://www.stockport.gov.uk/TPO/297E,,,,,,
TPO-278E,TPO-278E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-278E.pdf,https://www.stockport.gov.uk/TPO/278E,,09/08/2005,,09/08/2005,09/08/2005,
TPO-312E,TPO-312E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-312E.pdf,https://www.stockport.gov.uk/TPO/312E,,,,,,
TPO-284E,TPO-284E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-284E.pdf,https://www.stockport.gov.uk/TPO/284E,,,,,,
TPO-303E,TPO-303E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-303E.pdf,https://www.stockport.gov.uk/TPO/303E,,,,,,
TPO-439W,TPO-439W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-439W.pdf,https://www.stockport.gov.uk/TPO/439W,,22/01/2026,,22/01/2026,22/01/2026,
TPO-288E,TPO-288E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-288E.pdf,https://www.stockport.gov.uk/TPO/288E,,,,,,
TPO-292E,TPO-292E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-292E.pdf,https://www.stockport.gov.uk/TPO/292E,,,,,,
TPO-302E,TPO-302E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-302E.pdf,https://www.stockport.gov.uk/TPO/302E,,,,,,
TPO-280E,TPO-280E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-280E.pdf,https://www.stockport.gov.uk/TPO/280E,,,,,,
TPO-286E,TPO-286E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-286E.pdf,https://www.stockport.gov.uk/TPO/286E,,,,,,
TPO-72N,TPO-72N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-72N.pdf,https://www.stockport.gov.uk/TPO/72N,,23/06/1989,,23/06/1989,23/06/1989,
TPO-273E,TPO-273E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-273E.pdf,https://www.stockport.gov.uk/TPO/273E,,,,,,
TPO-19N,TPO-19N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-19N.pdf,https://www.stockport.gov.uk/TPO/19N,,31/12/1976,,31/12/1976,31/12/1976,
TPO-275E,TPO-275E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-275E.pdf,https://www.stockport.gov.uk/TPO/275E,,,,,,
TPO-269E,TPO-269E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-269E.pdf,https://www.stockport.gov.uk/TPO/269E,,,,,,
TPO-267E,TPO-267E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-267E.pdf,https://www.stockport.gov.uk/TPO/267E,,,,,,
TPO-271E,TPO-271E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-271E.pdf,https://www.stockport.gov.uk/TPO/271E,,,,,,
TPO-274E,TPO-274E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-274E.pdf,https://www.stockport.gov.uk/TPO/274E,,,,,,
TPO-283E,TPO-283E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-283E.pdf,https://www.stockport.gov.uk/TPO/283E,,,,,,
TPO-265E,TPO-265E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-265E.pdf,https://www.stockport.gov.uk/TPO/265E,,,,,,
TPO-5E,TPO-5E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-5E.pdf,https://www.stockport.gov.uk/TPO/5E,,04/05/1974,,04/05/1974,04/05/1974,
TPO-248E,TPO-248E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-248E.pdf,https://www.stockport.gov.uk/TPO/248E,,06/12/2002,,06/12/2002,06/12/2002,
TPO-21E,TPO-21E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-21E.pdf,https://www.stockport.gov.uk/TPO/21E,,09/05/1971,,09/05/1971,09/05/1971,
TPO-243E,TPO-243E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-243E.pdf,https://www.stockport.gov.uk/TPO/243E,,,,,,
TPO-244E,TPO-244E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-244E.pdf,https://www.stockport.gov.uk/TPO/244E,,,,,,
TPO-245E,TPO-245E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-245E.pdf,https://www.stockport.gov.uk/TPO/245E,,,,,,
TPO-246E,TPO-246E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-246E.pdf,https://www.stockport.gov.uk/TPO/246E,,,,,,
TPO-253E,TPO-253E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-253E.pdf,https://www.stockport.gov.uk/TPO/253E,,17/07/2002,,17/07/2002,17/07/2002,
TPO-268E,TPO-268E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-268E.pdf,https://www.stockport.gov.uk/TPO/268E,,18/01/2005,,18/01/2005,18/01/2005,
TPO-26N,TPO-26N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-26N.pdf,https://www.stockport.gov.uk/TPO/26N,,14/09/1979,,14/09/1979,14/09/1979,
TPO-30N,TPO-30N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-30N.pdf,https://www.stockport.gov.uk/TPO/30N,,01/11/1979,,01/11/1979,01/11/1979,
TPO-34N,TPO-34N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-34N.pdf,https://www.stockport.gov.uk/TPO/34N,,11/08/1980,,11/08/1980,11/08/1980,
TPO-41N,TPO-41N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-41N.pdf,https://www.stockport.gov.uk/TPO/41N,,01/06/1981,,01/06/1981,01/06/1981,
